Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
MEM,LRD,"Memphis, TN","Laredo, TX",0,0,1,762,1999-01-01,1169733,193180,35.0424003601074,-89.9766998291016,27.5438003540039,-99.4616012573242
CMI,ORD,"Champaign, IL","Chicago, IL",54,74,2,135,2007-11-01,223487,18903872,40.03919983,-88.27809906,41.97859955,-87.90480042
SFO,PHX,"San Francisco, CA","Phoenix, AZ",6774,8060,65,651,2006-12-01,8325566,4046571,37.6189994812012,-122.375,33.4342994689941,-112.012001037598
ILN,MIA,"Wilmington, OH","Miami, FL",0,0,29,967,2005-12-01,42063,10886318,39.427898407,-83.792098999,25.7931995391846,-80.2906036376953
DTW,BDL,"Detroit, MI","Hartford, CT",3592,3889,32,548,1994-10-01,8761684,1113181,42.2123985290527,-83.353401184082,41.9388999939,-72.6831970215
LIT,YIP,"Little Rock, AR","Detroit, MI",0,0,1,700,2000-10-01,612149,8914942,34.7294006348,-92.2242965698,42.23789978,-83.53040314
DTW,CHO,"Detroit, MI","Charlottesville, VA",1507,2200,44,382,2009-08-01,8806874,196766,42.2123985290527,-83.353401184082,38.138599395752,-78.4529037475586
FSM,DFW,"Fort Smith, AR","Dallas, TX",2000,3978,117,227,1994-04-01,245103,8613622,35.3366012573242,-94.3674011230469,32.896800994873,-97.0380020141602
PHX,ABQ,"Phoenix, AZ","Albuquerque, NM",0,0,22,328,2004-07-01,3723359,780865,33.4342994689941,-112.012001037598,35.0401992797852,-106.609001159668
BUF,CLT,"Buffalo, NY","Charlotte, NC",4108,4320,30,546,2001-08-01,1163528,1375381,42.94049835,-78.73220062,35.2140007019043,-80.9430999755859
BOS,DCA,"Boston, MA","Washington, DC",117,336,3,399,1991-10-01,8227986,8369110,42.36429977,-71.00520325,38.8521,-77.037697
DTW,ATL,"Detroit, MI","Atlanta, GA",3323,3848,26,594,2008-03-01,8847562,5385586,42.2123985290527,-83.353401184082,33.6366996765137,-84.4281005859375
DFW,SAV,"Dallas, TX","Savannah, GA",620,2124,18,925,1992-01-01,8314270,266734,32.896800994873,-97.0380020141602,32.12760162,-81.20210266
MIA,BOS,"Miami, FL","Boston, MA",329,657,3,1258,2006-09-01,10933486,8946954,25.7931995391846,-80.2906036376953,42.36429977,-71.00520325
SLC,MSP,"Salt Lake City, UT","Minneapolis, MN",179,366,3,991,1991-01-01,790507,2581103,40.7883987426758,-111.977996826172,44.8819999695,-93.2218017578
MSY,BWI,"New Orleans, LA","Baltimore, MD",2023,2074,17,998,2009-10-01,1189981,2690886,29.9934005737305,-90.2580032348633,39.17539978,-76.66829681
BWI,MDT,"Baltimore, MD","Harrisburg, PA",18,214,2,70,1990-04-01,2389165,475633,39.17539978,-76.66829681,40.1935005188,-76.7633972168
FWA,PHL,"Fort Wayne, IN","Philadelphia, PA",0,0,16,529,2002-11-01,396060,11511748,40.97850037,-85.19509888,39.871898651123,-75.241096496582
MHT,IAD,"Manchester, NH","Washington, DC",1908,2900,58,418,2008-04-01,404074,10755872,42.9325981140137,-71.4356994628906,38.94449997,-77.45580292
HOU,CVG,"Houston, TX","Cincinnati, OH",3668,9095,85,886,1993-06-01,4058868,1909662,29.64539909,-95.27890015,39.0488014221,-84.6678009033
IAD,PVD,"Washington, DC","Providence, RI",801,900,18,372,2007-09-01,10626066,1599496,38.94449997,-77.45580292,41.7326011657715,-71.4204025268555
LEX,MGM,"Lexington, KY","Montgomery, AL",0,0,1,408,2008-05-01,464042,365596,38.0364990234375,-84.6059036254883,32.30059814,-86.39399719
PHX,EWR,"Phoenix, AZ","Newark, NJ",6960,8906,47,2133,1993-09-01,2444670,17013259,33.4342994689941,-112.012001037598,40.6925010681152,-74.168701171875
IAH,SJT,"Houston, TX","San Angelo, TX",73,100,2,321,2001-08-01,4851189,105554,29.9843997955322,-95.3414001464844,31.3577003479004,-100.496002197266
BDL,DFW,"Hartford, CT","Dallas, TX",12685,16819,121,1471,1996-07-01,1107497,8994450,41.9388999939,-72.6831970215,32.896800994873,-97.0380020141602
MCI,OMA,"Kansas City, MO","Omaha, NE",297,1620,27,152,2001-03-01,1865245,775380,39.2976,-94.713898,41.3031997680664,-95.8940963745117
PHL,LAS,"Philadelphia, PA","Las Vegas, NV",5949,6960,58,2176,2002-04-01,11511748,1515571,39.871898651123,-75.241096496582,36.08010101,-115.1520004
STL,SAT,"St. Louis, MO","San Antonio, TX",10776,14932,114,786,2003-03-01,2743862,1808267,38.7486991882324,-90.370002746582,29.5337009429932,-98.4698028564453
MEM,SEA,"Memphis, TN","Seattle, WA",120,124,1,1870,2009-07-01,1304926,6815696,35.0424003601074,-89.9766998291016,47.4490013122559,-122.30899810791
JFK,SFO,"New York, NY","San Francisco, CA",8571,11016,54,2586,1991-09-01,33749684,7498756,40.63980103,-73.77890015,37.6189994812012,-122.375
DFW,LAX,"Dallas, TX","Los Angeles, CA",3919,8644,32,1235,1996-09-01,8994450,23326070,32.896800994873,-97.0380020141602,33.94250107,-118.4079971
ATL,BHM,"Atlanta, GA","Birmingham, AL",1680,2982,21,134,2001-09-01,4432950,1060335,33.6366996765137,-84.4281005859375,33.56290054,-86.75350189
ATL,PBI,"Atlanta, GA","West Palm Beach, FL",143,149,1,545,2000-07-01,4281905,5025806,33.6366996765137,-84.4281005859375,26.6832008361816,-80.0955963134766
STL,TPA,"St. Louis, MO","Tampa, FL",5792,6936,51,869,2005-06-01,2773155,2638814,38.7486991882324,-90.370002746582,27.9755001068115,-82.533203125
BDL,CVG,"Hartford, CT","Cincinnati, OH",8456,12780,90,661,1997-09-01,1107010,1964172,41.9388999939,-72.6831970215,39.0488014221,-84.6678009033
DFW,CVG,"Dallas, TX","Cincinnati, OH",49,154,1,812,2001-06-01,10709246,2035680,32.896800994873,-97.0380020141602,39.0488014221,-84.6678009033
DFW,SMF,"Dallas, TX","Sacramento, CA",2908,4470,30,1431,1997-01-01,9231044,1679321,32.896800994873,-97.0380020141602,38.6954002380371,-121.591003417969
BNA,MSP,"Nashville, TN","Minneapolis, MN",56,149,1,695,2000-09-01,1317580,2981616,36.1245002746582,-86.6781997680664,44.8819999695,-93.2218017578
SAT,TUS,"San Antonio, TX","Tucson, AZ",0,120,1,762,2009-03-01,2072128,1020200,29.5337009429932,-98.4698028564453,32.1161003112793,-110.94100189209
LGA,CHO,"New York, NY","Charlottesville, VA",797,2448,72,305,2005-12-01,37596228,187823,40.77719879,-73.87259674,38.138599395752,-78.4529037475586
IAH,PVD,"Houston, TX","Providence, RI",104,124,1,1559,2005-08-01,5299567,1609677,29.9843997955322,-95.3414001464844,41.7326011657715,-71.4204025268555
CMH,ORD,"Columbus, OH","Chicago, IL",1360,1472,32,296,1994-08-01,1484995,17018756,39.9980010986328,-82.8918991088867,41.97859955,-87.90480042
CLT,IAH,"Charlotte, NC","Houston, TX",36,50,1,913,2005-03-01,1519448,5299567,35.2140007019043,-80.9430999755859,29.9843997955322,-95.3414001464844
DCA,EWR,"Washington, DC","Newark, NJ",79,248,2,199,2006-02-01,10530024,18825633,38.8521,-77.037697,40.6925010681152,-74.168701171875
IAD,LAX,"Washington, DC","Los Angeles, CA",13566,15106,83,2288,2007-06-01,10626066,25385206,38.94449997,-77.45580292,33.94250107,-118.4079971
DTW,MSP,"Detroit, MI","Minneapolis, MN",4612,6570,45,528,1991-07-01,8578382,2581103,42.2123985290527,-83.353401184082,44.8819999695,-93.2218017578
ATL,TLH,"Atlanta, GA","Tallahassee, FL",1237,1540,22,223,2003-02-01,4673146,332429,33.6366996765137,-84.4281005859375,30.3964996337891,-84.3503036499023
PVD,ATL,"Providence, RI","Atlanta, GA",6101,8378,59,903,2002-07-01,1608751,4555490,41.7326011657715,-71.4204025268555,33.6366996765137,-84.4281005859375
SFO,SEA,"San Francisco, CA","Seattle, WA",1714,2244,16,679,2008-03-01,8520472,6713274,37.6189994812012,-122.375,47.4490013122559,-122.30899810791
BMI,ATL,"Bloomington, IL","Atlanta, GA",114,234,2,533,2002-01-01,155630,4555490,40.47710037,-88.91590118,33.6366996765137,-84.4281005859375
RST,MEM,"Rochester, MN","Memphis, TN",0,0,1,626,2006-03-01,178749,1280666,43.9082984924316,-92.5,35.0424003601074,-89.9766998291016
EWR,MEM,"Newark, NJ","Memphis, TN",0,0,7,946,2006-02-01,18825633,1280666,40.6925010681152,-74.168701171875,35.0424003601074,-89.9766998291016
PVD,DTW,"Providence, RI","Detroit, MI",492,550,5,614,2007-09-01,1599496,8913164,41.7326011657715,-71.4204025268555,42.2123985290527,-83.353401184082
MSP,IAD,"Minneapolis, MN","Washington, DC",56,112,1,908,1994-03-01,2690359,8673930,44.8819999695,-93.2218017578,38.94449997,-77.45580292
CMI,STL,"Champaign, IL","St. Louis, MO",261,1008,21,143,1992-06-01,205185,2603363,40.03919983,-88.27809906,38.7486991882324,-90.370002746582
BWI,BNA,"Baltimore, MD","Nashville, TN",4661,11076,78,587,1993-02-01,2440119,1109755,39.17539978,-76.66829681,36.1245002746582,-86.6781997680664
MSP,DTW,"Minneapolis, MN","Detroit, MI",4895,6680,55,528,1996-06-01,2760875,8912962,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082
MIA,TPA,"Miami, FL","Tampa, FL",3354,3960,36,204,1991-07-01,8312530,2098618,25.7931995391846,-80.2906036376953,27.9755001068115,-82.533203125
PDX,ATL,"Portland, OR","Atlanta, GA",352,732,4,2172,2000-02-01,1936108,4281905,45.58869934,-122.5979996,33.6366996765137,-84.4281005859375
MDT,CVG,"Harrisburg, PA","Cincinnati, OH",104,149,1,429,1996-09-01,496663,1948312,40.1935005188,-76.7633972168,39.0488014221,-84.6678009033
EWR,SLC,"Newark, NJ","Salt Lake City, UT",26,100,1,1968,2005-12-01,18798114,1044845,40.6925010681152,-74.168701171875,40.7883987426758,-111.977996826172
ATL,MSP,"Atlanta, GA","Minneapolis, MN",49,125,1,906,2001-10-01,4432950,3024111,33.6366996765137,-84.4281005859375,44.8819999695,-93.2218017578
AVL,CLT,"Asheville, NC","Charlotte, NC",1569,3024,21,92,1998-11-01,345931,1223835,35.4361991882324,-82.5418014526367,35.2140007019043,-80.9430999755859
ORD,MEM,"Chicago, IL","Memphis, TN",902,1540,22,491,2009-03-01,19161134,1304926,41.97859955,-87.90480042,35.0424003601074,-89.9766998291016
LGA,CLT,"New York, NY","Charlotte, NC",3706,4379,29,543,1994-09-01,34144436,1108977,40.77719879,-73.87259674,35.2140007019043,-80.9430999755859
SAN,JFK,"San Diego, CA","New York, NY",180,376,2,2446,1999-12-01,2820844,34863448,32.7336006165,-117.190002441,40.63980103,-73.77890015
PHL,PIT,"Philadelphia, PA","Pittsburgh, PA",964,1296,12,267,1999-09-01,11042574,2404337,39.871898651123,-75.241096496582,40.49150085,-80.23290253
EWR,DFW,"Newark, NJ","Dallas, TX",3792,6448,52,1372,2000-07-01,18352743,10392376,40.6925010681152,-74.168701171875,32.896800994873,-97.0380020141602
PIT,GSO,"Pittsburgh, PA","Greensboro, NC",69,144,1,304,2000-10-01,2429023,645536,40.49150085,-80.23290253,36.0978012084961,-79.9373016357422
BUF,MCO,"Buffalo, NY","Orlando, FL",14,141,1,1011,1993-01-01,1190660,1334092,42.94049835,-78.73220062,28.4293994903564,-81.3089981079102
ATL,MSP,"Atlanta, GA","Minneapolis, MN",28,100,1,906,1990-03-01,3087755,2548237,33.6366996765137,-84.4281005859375,44.8819999695,-93.2218017578
PHX,OGG,"Phoenix, AZ","Kahului, HI",1387,1744,8,2845,1997-10-01,2841395,119053,33.4342994689941,-112.012001037598,20.8985996246338,-156.429992675781
ATL,LAS,"Atlanta, GA","Las Vegas, NV",13208,15628,62,1747,2000-08-01,4281905,1393370,33.6366996765137,-84.4281005859375,36.08010101,-115.1520004
SEA,LAX,"Seattle, WA","Los Angeles, CA",5940,6600,55,954,2000-10-01,6104758,24797900,47.4490013122559,-122.30899810791,33.94250107,-118.4079971
IAD,LCK,"Washington, DC","Columbus, OH",0,0,1,299,2007-12-01,10626066,1759348,38.94449997,-77.45580292,39.813801,-82.927803
BWI,HOU,"Baltimore, MD","Houston, TX",6989,8083,59,1246,2008-08-01,2677712,5726705,39.17539978,-76.66829681,29.64539909,-95.27890015
ANC,ORD,"Anchorage, AK","Chicago, IL",0,0,5,2846,1999-03-01,315753,17655010,61.1744003295898,-149.996002197266,41.97859955,-87.90480042
LAS,AUS,"Las Vegas, NV","Austin, TX",2828,3562,26,1085,2002-04-01,1515571,1353176,36.08010101,-115.1520004,30.1944999694824,-97.6698989868164
CVG,ALB,"Cincinnati, OH","Albany, NY",266,300,6,623,2009-09-01,2171896,857592,39.0488014221,-84.6678009033,42.7482986450195,-73.8016967773438
PDX,OAK,"Portland, OR","Oakland, CA",0,0,1,543,2003-02-01,2034000,4153143,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
JFK,MSY,"New York, NY","New Orleans, LA",3925,4860,30,1182,2002-11-01,37180170,1311390,40.63980103,-73.77890015,29.9934005737305,-90.2580032348633
SJC,LAX,"San Jose, CA","Los Angeles, CA",1469,2477,22,308,2001-07-01,1745147,25051472,37.3625984191895,-121.929000854492,33.94250107,-118.4079971
PIT,STL,"Pittsburgh, PA","St. Louis, MO",1363,2760,24,553,1998-10-01,2418452,2655631,40.49150085,-80.23290253,38.7486991882324,-90.370002746582
ATL,BNA,"Atlanta, GA","Nashville, TN",3036,6272,64,214,1992-05-01,3245141,1086033,33.6366996765137,-84.4281005859375,36.1245002746582,-86.6781997680664
AUS,IND,"Austin, TX","Indianapolis, IN",59,139,1,916,1996-09-01,1036319,1406510,30.1944999694824,-97.6698989868164,39.7173,-86.294403
ANC,FAI,"Anchorage, AK","Fairbanks, AK",4987,10764,78,261,2001-05-01,325839,85233,61.1744003295898,-149.996002197266,64.81510162,-147.8560028
MCI,CID,"Kansas City, MO","Cedar Rapids, IA",0,50,1,238,2009-03-01,2067585,256324,39.2976,-94.713898,41.8847007751465,-91.7108001708984
IAD,PDX,"Washington, DC","Portland, OR",373,600,5,2327,2003-04-01,10172752,2034000,38.94449997,-77.45580292,45.58869934,-122.5979996
EKO,RST,"Elko, NV","Rochester, MN",110,124,1,1207,1995-01-01,42918,149672,40.8249015808105,-115.791999816895,43.9082984924316,-92.5
ILM,CLT,"Wilmington, NC","Charlotte, NC",4085,5040,72,185,2006-07-01,329375,1583869,34.2705993652344,-77.9026031494141,35.2140007019043,-80.9430999755859
IND,MDT,"Indianapolis, IN","Harrisburg, PA",0,0,19,506,2006-03-01,1671898,525594,39.7173,-86.294403,40.1935005188,-76.7633972168
TUS,PHX,"Tucson, AZ","Phoenix, AZ",790,2700,25,110,1992-06-01,692538,2366971,32.1161003112793,-110.94100189209,33.4342994689941,-112.012001037598
ELM,BGM,"Elmira, NY","Binghamton, NY",139,340,10,48,1999-06-01,91738,247462,42.1599006652832,-76.8916015625,42.20869827,-75.97979736
HOU,MEM,"Houston, TX","Memphis, TN",1539,2464,22,484,1995-01-01,4191632,1126769,29.64539909,-95.27890015,35.0424003601074,-89.9766998291016
BNA,CLT,"Nashville, TN","Charlotte, NC",176,254,2,329,1996-02-01,1185691,1164160,36.1245002746582,-86.6781997680664,35.2140007019043,-80.9430999755859
IND,IAH,"Indianapolis, IN","Houston, TX",1613,1984,16,845,2002-02-01,1578239,4978638,39.7173,-86.294403,29.9843997955322,-95.3414001464844
DFW,AUS,"Dallas, TX","Austin, TX",9474,11616,66,183,2000-10-01,10392376,1265715,32.896800994873,-97.0380020141602,30.1944999694824,-97.6698989868164
DAY,MEM,"Dayton, OH","Memphis, TN",0,0,21,460,2005-02-01,843575,1261429,39.902400970459,-84.2193984985352,35.0424003601074,-89.9766998291016
BUF,ALB,"Buffalo, NY","Albany, NY",593,2940,30,251,1992-07-01,1191586,823094,42.94049835,-78.73220062,42.7482986450195,-73.8016967773438
MSP,MKE,"Minneapolis, MN","Milwaukee, WI",4252,6496,29,297,2004-09-01,3106569,1533932,44.8819999695,-93.2218017578,42.9472007751465,-87.896598815918
RDM,PDX,"Bend, OR","Portland, OR",2424,4290,143,116,2008-05-01,157730,2203745,44.2541008,-121.1500015,45.58869934,-122.5979996
BOS,PIT,"Boston, MA","Pittsburgh, PA",2253,3600,25,496,1998-08-01,8506878,2418452,42.36429977,-71.00520325,40.49150085,-80.23290253
MCI,DCA,"Kansas City, MO","Washington, DC",2810,3840,30,950,1994-08-01,1714344,8673930,39.2976,-94.713898,38.8521,-77.037697
DFW,PBI,"Dallas, TX","West Palm Beach, FL",14,254,1,1103,1992-09-01,8314270,4225844,32.896800994873,-97.0380020141602,26.6832008361816,-80.0955963134766
STL,MCI,"St. Louis, MO","Kansas City, MO",191,400,4,238,1998-04-01,2655631,1795891,38.7486991882324,-90.370002746582,39.2976,-94.713898
SBN,ATW,"South Bend, IN","Appleton, WI",0,0,16,209,2004-02-01,315680,212167,41.7086982727051,-86.3172988891602,44.2580986023,-88.5190963745
CLT,CMH,"Charlotte, NC","Columbus, OH",1585,2530,23,346,1993-10-01,1086132,1469313,35.2140007019043,-80.9430999755859,39.9980010986328,-82.8918991088867
BIS,MSP,"Bismarck, ND","Minneapolis, MN",1447,2200,20,386,2002-08-01,96084,3053303,46.7727012634277,-100.746002197266,44.8819999695,-93.2218017578
PIT,ABE,"Pittsburgh, PA","Allentown, PA",1443,3880,40,253,2001-07-01,2418223,748739,40.49150085,-80.23290253,40.652099609375,-75.440803527832
SAN,PHX,"San Diego, CA","Phoenix, AZ",120,120,1,304,2006-02-01,2947222,4046571,32.7336006165,-117.190002441,33.4342994689941,-112.012001037598
TPA,MSY,"Tampa, FL","New Orleans, LA",10217,14796,108,487,2002-10-01,2483575,1311390,27.9755001068115,-82.533203125,29.9934005737305,-90.2580032348633
DFW,MIA,"Dallas, TX","Miami, FL",9612,13563,55,1121,2002-01-01,10953156,10425204,32.896800994873,-97.0380020141602,25.7931995391846,-80.2906036376953
MSP,SUX,"Minneapolis, MN","Sioux City, IA",1583,3300,33,234,1996-08-01,2760875,138792,44.8819999695,-93.2218017578,42.40259933,-96.38439941
MKE,FLL,"Milwaukee, WI","Fort Lauderdale, FL",529,840,10,1243,1994-01-01,1459322,4373451,42.9472007751465,-87.896598815918,26.0725994110107,-80.152702331543
DTW,LAN,"Detroit, MI","Lansing, MI",2685,5800,58,74,1995-06-01,8837982,445108,42.2123985290527,-83.353401184082,42.7787017822266,-84.58740234375
DAY,CVG,"Dayton, OH","Cincinnati, OH",1036,1240,31,64,2004-08-01,845594,2083905,39.902400970459,-84.2193984985352,39.0488014221,-84.6678009033
ORD,FNT,"Chicago, IL","Flint, MI",125,125,1,223,2006-09-01,18797710,437395,41.97859955,-87.90480042,42.9654006958008,-83.7435989379883
MAF,DFW,"Midland, TX","Dallas, TX",5454,15583,110,309,1993-02-01,111814,8450926,31.9424991607666,-102.202003479004,32.896800994873,-97.0380020141602
SFO,JFK,"San Francisco, CA","New York, NY",110,193,1,2586,2005-09-01,8299214,37596228,37.6189994812012,-122.375,40.63980103,-73.77890015
EWR,OKC,"Newark, NJ","Oklahoma City, OK",1533,2350,47,1325,2005-09-01,18798114,1155093,40.6925010681152,-74.168701171875,35.3931007385254,-97.600700378418
BWI,PBI,"Baltimore, MD","West Palm Beach, FL",8994,12741,93,883,2004-08-01,2638066,5362678,39.17539978,-76.66829681,26.6832008361816,-80.0955963134766
MIA,STL,"Miami, FL","St. Louis, MO",4004,8094,57,1068,1992-05-01,8451688,2603363,25.7931995391846,-80.2906036376953,38.7486991882324,-90.370002746582
EWR,SEA,"Newark, NJ","Seattle, WA",3802,6039,33,2401,2002-09-01,18590085,6243790,40.6925010681152,-74.168701171875,47.4490013122559,-122.30899810791
LGA,DFW,"New York, NY","Dallas, TX",32676,49300,170,1389,1990-08-01,33737966,8019250,40.77719879,-73.87259674,32.896800994873,-97.0380020141602
MCO,ATL,"Orlando, FL","Atlanta, GA",31,110,1,403,1992-07-01,1303224,3245141,28.4293994903564,-81.3089981079102,33.6366996765137,-84.4281005859375
MDW,LAS,"Chicago, IL","Las Vegas, NV",3476,3684,17,1521,1994-03-01,17018756,938611,41.7859992980957,-87.7524032592773,36.08010101,-115.1520004
IAD,LAX,"Washington, DC","Los Angeles, CA",6622,8102,31,2288,2002-03-01,10029142,25269954,38.94449997,-77.45580292,33.94250107,-118.4079971
SFO,EUG,"San Francisco, CA","Eugene, OR",2519,4410,30,451,1995-03-01,7704224,302819,37.6189994812012,-122.375,44.1245994567871,-123.21199798584
STL,OKC,"St. Louis, MO","Oklahoma City, OK",2352,2900,58,462,2007-10-01,2806368,1191244,38.7486991882324,-90.370002746582,35.3931007385254,-97.600700378418
IAH,ILE,"Houston, TX","Killeen, TX",1065,3358,73,159,2002-11-01,4978638,340032,29.9843997955322,-95.3414001464844,,
CLT,PHL,"Charlotte, NC","Philadelphia, PA",0,0,8,447,2005-10-01,1519448,11701242,35.2140007019043,-80.9430999755859,39.871898651123,-75.241096496582
MSP,CVG,"Minneapolis, MN","Cincinnati, OH",2927,6969,101,596,2001-11-01,3024111,2035680,44.8819999695,-93.2218017578,39.0488014221,-84.6678009033
DTW,MIA,"Detroit, MI","Miami, FL",5064,7450,25,1145,1993-02-01,8711888,8572430,42.2123985290527,-83.353401184082,25.7931995391846,-80.2906036376953
LAX,SNA,"Los Angeles, CA","Santa Ana, CA",0,0,0,36,2000-08-01,24797900,12398950,33.94250107,-118.4079971,33.67570114,-117.8679962
BWI,SLC,"Baltimore, MD","Salt Lake City, UT",2978,4110,30,1864,2001-08-01,2577904,988989,39.17539978,-76.66829681,40.7883987426758,-111.977996826172
RST,MEM,"Rochester, MN","Memphis, TN",0,0,2,626,2003-01-01,171822,1238075,43.9082984924316,-92.5,35.0424003601074,-89.9766998291016
DFW,LAX,"Dallas, TX","Los Angeles, CA",1799,2346,17,1235,2005-05-01,11632814,25522350,32.896800994873,-97.0380020141602,33.94250107,-118.4079971
CID,ORD,"Cedar Rapids, IA","Chicago, IL",495,800,16,196,2009-04-01,256324,19161134,41.8847007751465,-91.7108001708984,41.97859955,-87.90480042
OKC,LBF,"Oklahoma City, OK","North Platte, NE",0,0,1,430,2002-11-01,1120187,35661,35.3931007385254,-97.600700378418,41.12620163,-100.6839981
OGG,ITO,"Kahului, HI","Hilo, HI",0,0,4,121,2008-04-01,144378,176399,20.8985996246338,-156.429992675781,19.721399307251,-155.048004150391
FLL,MKE,"Fort Lauderdale, FL","Milwaukee, WI",709,1287,11,1243,2008-11-01,5501752,1550451,26.0725994110107,-80.152702331543,42.9472007751465,-87.896598815918
CMH,STL,"Columbus, OH","St. Louis, MO",7066,9316,68,410,1996-10-01,1509212,2642938,39.9980010986328,-82.8918991088867,38.7486991882324,-90.370002746582
